this is log msg 0 Fri Nov  9 13:26:11 2018 
this is log msg 4884 Fri Nov  9 13:34:34 2018 
this is log msg 4885 Fri Nov  9 13:34:34 2018 
this is log msg 4886 Fri Nov  9 13:34:35 2018 
this is log msg 4887 Fri Nov  9 13:34:35 2018 
this is log msg 4888 Fri Nov  9 13:34:35 2018 
this is log msg 4889 Fri Nov  9 13:34:35 2018 
this is log msg 4890 Fri Nov  9 13:34:35 2018 
this is log msg 4891 Fri Nov  9 13:34:35 2018 
this is log msg 4892 Fri Nov  9 13:34:35 2018 
this is log msg 4893 Fri Nov  9 13:34:35 2018 
this is log msg 4894 Fri Nov  9 13:34:35 2018 
this is log msg 4895 Fri Nov  9 13:34:35 2018 
this is log msg 4896 Fri Nov  9 13:34:36 2018 
this is log msg 4897 Fri Nov  9 13:34:36 2018 
this is log msg 4898 Fri Nov  9 13:34:36 2018 
this is log msg 4899 Fri Nov  9 13:34:36 2018 
this is log msg 4900 Fri Nov  9 13:34:36 2018 
this is log msg 4901 Fri Nov  9 13:34:36 2018 
this is log msg 4902 Fri Nov  9 13:34:36 2018 
this is log msg 4903 Fri Nov  9 13:34:36 2018 
this is log msg 4904 Fri Nov  9 13:34:36 2018 
this is log msg 4905 Fri Nov  9 13:34:36 2018 
this is log msg 4906 Fri Nov  9 13:34:37 2018 
this is log msg 4907 Fri Nov  9 13:34:37 2018 
this is log msg 4908 Fri Nov  9 13:34:37 2018 
this is log msg 4909 Fri Nov  9 13:34:37 2018 
this is log msg 4910 Fri Nov  9 13:34:37 2018 
this is log msg 4911 Fri Nov  9 13:34:37 2018 
this is log msg 4912 Fri Nov  9 13:34:37 2018 
this is log msg 4913 Fri Nov  9 13:34:37 2018 
this is log msg 4914 Fri Nov  9 13:34:37 2018 
this is log msg 4915 Fri Nov  9 13:34:38 2018 
this is log msg 4916 Fri Nov  9 13:34:38 2018 
this is log msg 4917 Fri Nov  9 13:34:38 2018 
this is log msg 4918 Fri Nov  9 13:34:38 2018 
this is log msg 4919 Fri Nov  9 13:34:38 2018 
this is log msg 4920 Fri Nov  9 13:34:38 2018 
this is log msg 4921 Fri Nov  9 13:34:38 2018 
this is log msg 4922 Fri Nov  9 13:34:38 2018 
this is log msg 4923 Fri Nov  9 13:34:38 2018 
this is log msg 4924 Fri Nov  9 13:34:38 2018 
this is log msg 4925 Fri Nov  9 13:34:39 2018 
this is log msg 4926 Fri Nov  9 13:34:39 2018 
this is log msg 4927 Fri Nov  9 13:34:39 2018 
this is log msg 4928 Fri Nov  9 13:34:39 2018 
this is log msg 4929 Fri Nov  9 13:34:39 2018 
this is log msg 4930 Fri Nov  9 13:34:39 2018 
this is log msg 4931 Fri Nov  9 13:34:39 2018 
this is log msg 4932 Fri Nov  9 13:34:39 2018 
this is log msg 4933 Fri Nov  9 13:34:39 2018 
this is log msg 4934 Fri Nov  9 13:34:39 2018 
this is log msg 4935 Fri Nov  9 13:34:40 2018 
this is log msg 4936 Fri Nov  9 13:34:40 2018 
this is log msg 4937 Fri Nov  9 13:34:40 2018 
this is log msg 4938 Fri Nov  9 13:34:40 2018 
this is log msg 4939 Fri Nov  9 13:34:40 2018 
this is log msg 4940 Fri Nov  9 13:34:40 2018 
this is log msg 4941 Fri Nov  9 13:34:40 2018 
this is log msg 4942 Fri Nov  9 13:34:40 2018 
this is log msg 4943 Fri Nov  9 13:34:40 2018 
this is log msg 4944 Fri Nov  9 13:34:40 2018 
this is log msg 4945 Fri Nov  9 13:34:41 2018 
this is log msg 4946 Fri Nov  9 13:34:41 2018 
this is log msg 4947 Fri Nov  9 13:34:41 2018 
this is log msg 4948 Fri Nov  9 13:34:41 2018 
this is log msg 4949 Fri Nov  9 13:34:41 2018 
this is log msg 4950 Fri Nov  9 13:34:41 2018 
this is log msg 4951 Fri Nov  9 13:34:41 2018 
this is log msg 4952 Fri Nov  9 13:34:41 2018 
this is log msg 4953 Fri Nov  9 13:34:41 2018 
this is log msg 4954 Fri Nov  9 13:34:42 2018 
this is log msg 4955 Fri Nov  9 13:34:42 2018 
this is log msg 4956 Fri Nov  9 13:34:42 2018 
this is log msg 4957 Fri Nov  9 13:34:42 2018 
this is log msg 4958 Fri Nov  9 13:34:42 2018 
this is log msg 4959 Fri Nov  9 13:34:42 2018 
this is log msg 4960 Fri Nov  9 13:34:42 2018 
this is log msg 4961 Fri Nov  9 13:34:42 2018 
this is log msg 4962 Fri Nov  9 13:34:42 2018 
this is log msg 4963 Fri Nov  9 13:34:42 2018 
this is log msg 4964 Fri Nov  9 13:34:43 2018 
this is log msg 4965 Fri Nov  9 13:34:43 2018 
this is log msg 4966 Fri Nov  9 13:34:43 2018 
this is log msg 4967 Fri Nov  9 13:34:43 2018 
this is log msg 4968 Fri Nov  9 13:34:43 2018 
this is log msg 4969 Fri Nov  9 13:34:43 2018 
this is log msg 4970 Fri Nov  9 13:34:43 2018 
this is log msg 4971 Fri Nov  9 13:34:43 2018 
this is log msg 4972 Fri Nov  9 13:34:43 2018 
this is log msg 4973 Fri Nov  9 13:34:43 2018 
this is log msg 4974 Fri Nov  9 13:34:44 2018 
this is log msg 4975 Fri Nov  9 13:34:44 2018 
this is log msg 4976 Fri Nov  9 13:34:44 2018 
this is log msg 4977 Fri Nov  9 13:34:44 2018 
this is log msg 4978 Fri Nov  9 13:34:44 2018 
this is log msg 4979 Fri Nov  9 13:34:44 2018 
this is log msg 4980 Fri Nov  9 13:34:44 2018 
this is log msg 4981 Fri Nov  9 13:34:44 2018 
this is log msg 4982 Fri Nov  9 13:34:44 2018 
this is log msg 4983 Fri Nov  9 13:34:44 2018 
this is log msg 4984 Fri Nov  9 13:34:45 2018 
this is log msg 4985 Fri Nov  9 13:34:45 2018 
this is log msg 4986 Fri Nov  9 13:34:45 2018 
this is log msg 4987 Fri Nov  9 13:34:45 2018 
this is log msg 4988 Fri Nov  9 13:34:45 2018 
this is log msg 4989 Fri Nov  9 13:34:45 2018 
this is log msg 4990 Fri Nov  9 13:34:45 2018 
this is log msg 4991 Fri Nov  9 13:34:45 2018 
this is log msg 4992 Fri Nov  9 13:34:45 2018 
this is log msg 4993 Fri Nov  9 13:34:46 2018 
this is log msg 4994 Fri Nov  9 13:34:46 2018 
this is log msg 4995 Fri Nov  9 13:34:46 2018 
this is log msg 4996 Fri Nov  9 13:34:46 2018 
this is log msg 4997 Fri Nov  9 13:34:46 2018 
this is log msg 4998 Fri Nov  9 13:34:46 2018 
this is log msg 4999 Fri Nov  9 13:34:46 2018 
this is log msg 5000 Fri Nov  9 13:34:46 2018 
this is log msg 5001 Fri Nov  9 13:34:46 2018 
this is log msg 5002 Fri Nov  9 13:34:46 2018 
this is log msg 5003 Fri Nov  9 13:34:47 2018 
this is log msg 5004 Fri Nov  9 13:34:47 2018 
this is log msg 5005 Fri Nov  9 13:34:47 2018 
this is log msg 5006 Fri Nov  9 13:34:47 2018 
this is log msg 5007 Fri Nov  9 13:34:47 2018 
this is log msg 5008 Fri Nov  9 13:34:47 2018 
this is log msg 5009 Fri Nov  9 13:34:47 2018 
this is log msg 5010 Fri Nov  9 13:34:47 2018 
this is log msg 5011 Fri Nov  9 13:34:47 2018 
this is log msg 5012 Fri Nov  9 13:34:47 2018 
this is log msg 5013 Fri Nov  9 13:34:48 2018 
this is log msg 5014 Fri Nov  9 13:34:48 2018 
this is log msg 5015 Fri Nov  9 13:34:48 2018 
this is log msg 5016 Fri Nov  9 13:34:48 2018 
this is log msg 5017 Fri Nov  9 13:34:48 2018 
this is log msg 5018 Fri Nov  9 13:34:48 2018 
this is log msg 5019 Fri Nov  9 13:34:48 2018 
this is log msg 5020 Fri Nov  9 13:34:48 2018 
this is log msg 5021 Fri Nov  9 13:34:48 2018 
this is log msg 5022 Fri Nov  9 13:34:48 2018 
this is log msg 5023 Fri Nov  9 13:34:49 2018 
this is log msg 5024 Fri Nov  9 13:34:49 2018 
this is log msg 5025 Fri Nov  9 13:34:49 2018 
this is log msg 5026 Fri Nov  9 13:34:49 2018 
this is log msg 5027 Fri Nov  9 13:34:49 2018 
this is log msg 5028 Fri Nov  9 13:34:49 2018 
this is log msg 5029 Fri Nov  9 13:34:49 2018 
this is log msg 5030 Fri Nov  9 13:34:49 2018 
this is log msg 5031 Fri Nov  9 13:34:49 2018 
this is log msg 5032 Fri Nov  9 13:34:50 2018 
this is log msg 5033 Fri Nov  9 13:34:50 2018 
this is log msg 5034 Fri Nov  9 13:34:50 2018 
this is log msg 5035 Fri Nov  9 13:34:50 2018 
this is log msg 5036 Fri Nov  9 13:34:50 2018 
this is log msg 5037 Fri Nov  9 13:34:50 2018 
this is log msg 5038 Fri Nov  9 13:34:50 2018 
this is log msg 5039 Fri Nov  9 13:34:50 2018 
this is log msg 5040 Fri Nov  9 13:34:50 2018 
this is log msg 5041 Fri Nov  9 13:34:50 2018 
this is log msg 5042 Fri Nov  9 13:34:51 2018 
this is log msg 5043 Fri Nov  9 13:34:51 2018 
this is log msg 5044 Fri Nov  9 13:34:51 2018 
this is log msg 5045 Fri Nov  9 13:34:51 2018 
this is log msg 5046 Fri Nov  9 13:34:51 2018 
this is log msg 5047 Fri Nov  9 13:34:51 2018 
this is log msg 5048 Fri Nov  9 13:34:51 2018 
this is log msg 5049 Fri Nov  9 13:34:51 2018 
this is log msg 5050 Fri Nov  9 13:34:51 2018 
this is log msg 5051 Fri Nov  9 13:34:51 2018 
this is log msg 5052 Fri Nov  9 13:34:52 2018 
this is log msg 5053 Fri Nov  9 13:34:52 2018 
this is log msg 5054 Fri Nov  9 13:34:52 2018 
this is log msg 5055 Fri Nov  9 13:34:52 2018 
this is log msg 5056 Fri Nov  9 13:34:52 2018 
this is log msg 5057 Fri Nov  9 13:34:52 2018 
this is log msg 5058 Fri Nov  9 13:34:52 2018 
this is log msg 5059 Fri Nov  9 13:34:52 2018 
this is log msg 5060 Fri Nov  9 13:34:52 2018 
this is log msg 5061 Fri Nov  9 13:34:53 2018 
this is log msg 5062 Fri Nov  9 13:34:53 2018 
this is log msg 5063 Fri Nov  9 13:34:53 2018 
this is log msg 5064 Fri Nov  9 13:34:53 2018 
this is log msg 5065 Fri Nov  9 13:34:53 2018 
this is log msg 5066 Fri Nov  9 13:34:53 2018 
this is log msg 5067 Fri Nov  9 13:34:53 2018 
this is log msg 5068 Fri Nov  9 13:34:53 2018 
this is log msg 5069 Fri Nov  9 13:34:53 2018 
this is log msg 5070 Fri Nov  9 13:34:53 2018 
this is log msg 5071 Fri Nov  9 13:34:54 2018 
this is log msg 5072 Fri Nov  9 13:34:54 2018 
this is log msg 5073 Fri Nov  9 13:34:54 2018 
this is log msg 5074 Fri Nov  9 13:34:54 2018 
this is log msg 5075 Fri Nov  9 13:34:54 2018 
this is log msg 5076 Fri Nov  9 13:34:54 2018 
this is log msg 5077 Fri Nov  9 13:34:54 2018 
this is log msg 5078 Fri Nov  9 13:34:54 2018 
this is log msg 5079 Fri Nov  9 13:34:54 2018 
this is log msg 5080 Fri Nov  9 13:34:54 2018 
this is log msg 5081 Fri Nov  9 13:34:55 2018 
this is log msg 5082 Fri Nov  9 13:34:55 2018 
this is log msg 5083 Fri Nov  9 13:34:55 2018 
this is log msg 5084 Fri Nov  9 13:34:55 2018 
this is log msg 5085 Fri Nov  9 13:34:55 2018 
this is log msg 5086 Fri Nov  9 13:34:55 2018 
this is log msg 5087 Fri Nov  9 13:34:55 2018 
this is log msg 5088 Fri Nov  9 13:34:55 2018 
this is log msg 5089 Fri Nov  9 13:34:55 2018 
this is log msg 5090 Fri Nov  9 13:34:55 2018 
this is log msg 5091 Fri Nov  9 13:34:56 2018 
this is log msg 5092 Fri Nov  9 13:34:56 2018 
this is log msg 5093 Fri Nov  9 13:34:56 2018 
this is log msg 5094 Fri Nov  9 13:34:56 2018 
this is log msg 5095 Fri Nov  9 13:34:56 2018 
this is log msg 5096 Fri Nov  9 13:34:56 2018 
this is log msg 5097 Fri Nov  9 13:34:56 2018 
this is log msg 5098 Fri Nov  9 13:34:56 2018 
this is log msg 5099 Fri Nov  9 13:34:56 2018 
this is log msg 5100 Fri Nov  9 13:34:57 2018 
this is log msg 5101 Fri Nov  9 13:34:57 2018 
this is log msg 5102 Fri Nov  9 13:34:57 2018 
this is log msg 5103 Fri Nov  9 13:34:57 2018 
this is log msg 5104 Fri Nov  9 13:34:57 2018 
this is log msg 5105 Fri Nov  9 13:34:57 2018 
this is log msg 5106 Fri Nov  9 13:34:57 2018 
this is log msg 5107 Fri Nov  9 13:34:57 2018 
this is log msg 5108 Fri Nov  9 13:34:57 2018 
this is log msg 5109 Fri Nov  9 13:34:57 2018 
this is log msg 5110 Fri Nov  9 13:34:58 2018 
this is log msg 5111 Fri Nov  9 13:34:58 2018 
this is log msg 5112 Fri Nov  9 13:34:58 2018 
this is log msg 5113 Fri Nov  9 13:34:58 2018 
this is log msg 5114 Fri Nov  9 13:34:58 2018 
this is log msg 5115 Fri Nov  9 13:34:58 2018 
this is log msg 5116 Fri Nov  9 13:34:58 2018 
this is log msg 5117 Fri Nov  9 13:34:58 2018 
this is log msg 5118 Fri Nov  9 13:34:58 2018 
this is log msg 5119 Fri Nov  9 13:34:58 2018 
this is log msg 5120 Fri Nov  9 13:34:59 2018 
this is log msg 5121 Fri Nov  9 13:34:59 2018 
this is log msg 5122 Fri Nov  9 13:34:59 2018 
this is log msg 5123 Fri Nov  9 13:34:59 2018 
this is log msg 5124 Fri Nov  9 13:34:59 2018 
this is log msg 5125 Fri Nov  9 13:34:59 2018 
this is log msg 5126 Fri Nov  9 13:34:59 2018 
this is log msg 5127 Fri Nov  9 13:34:59 2018 
this is log msg 5128 Fri Nov  9 13:34:59 2018 
this is log msg 5129 Fri Nov  9 13:35:00 2018 
this is log msg 5130 Fri Nov  9 13:35:00 2018 
this is log msg 5131 Fri Nov  9 13:35:00 2018 
this is log msg 5132 Fri Nov  9 13:35:00 2018 
this is log msg 5133 Fri Nov  9 13:35:00 2018 
this is log msg 5134 Fri Nov  9 13:35:00 2018 
this is log msg 5135 Fri Nov  9 13:35:00 2018 
this is log msg 5136 Fri Nov  9 13:35:00 2018 
this is log msg 5137 Fri Nov  9 13:35:00 2018 
this is log msg 5138 Fri Nov  9 13:35:00 2018 
this is log msg 5139 Fri Nov  9 13:35:01 2018 
this is log msg 5140 Fri Nov  9 13:35:01 2018 
this is log msg 5141 Fri Nov  9 13:35:01 2018 
this is log msg 5142 Fri Nov  9 13:35:01 2018 
this is log msg 5143 Fri Nov  9 13:35:01 2018 
this is log msg 5144 Fri Nov  9 13:35:01 2018 
this is log msg 5145 Fri Nov  9 13:35:01 2018 
this is log msg 5146 Fri Nov  9 13:35:01 2018 
this is log msg 5147 Fri Nov  9 13:35:01 2018 
this is log msg 5148 Fri Nov  9 13:35:01 2018 
this is log msg 5149 Fri Nov  9 13:35:02 2018 
this is log msg 5150 Fri Nov  9 13:35:02 2018 
this is log msg 5151 Fri Nov  9 13:35:02 2018 
this is log msg 5152 Fri Nov  9 13:35:02 2018 
this is log msg 5153 Fri Nov  9 13:35:02 2018 
this is log msg 5154 Fri Nov  9 13:35:02 2018 
this is log msg 5155 Fri Nov  9 13:35:02 2018 
this is log msg 5156 Fri Nov  9 13:35:02 2018 
this is log msg 5157 Fri Nov  9 13:35:02 2018 
this is log msg 5158 Fri Nov  9 13:35:02 2018 
this is log msg 5159 Fri Nov  9 13:35:03 2018 
this is log msg 5160 Fri Nov  9 13:35:03 2018 
this is log msg 5161 Fri Nov  9 13:35:03 2018 
this is log msg 5162 Fri Nov  9 13:35:03 2018 
this is log msg 5163 Fri Nov  9 13:35:03 2018 
this is log msg 5164 Fri Nov  9 13:35:03 2018 
this is log msg 5165 Fri Nov  9 13:35:03 2018 
this is log msg 5166 Fri Nov  9 13:35:03 2018 
this is log msg 5167 Fri Nov  9 13:35:03 2018 
this is log msg 5168 Fri Nov  9 13:35:04 2018 
this is log msg 5169 Fri Nov  9 13:35:04 2018 
this is log msg 5170 Fri Nov  9 13:35:04 2018 
this is log msg 5171 Fri Nov  9 13:35:04 2018 
this is log msg 5172 Fri Nov  9 13:35:04 2018 
this is log msg 5173 Fri Nov  9 13:35:04 2018 
this is log msg 5174 Fri Nov  9 13:35:04 2018 
this is log msg 5175 Fri Nov  9 13:35:04 2018 
this is log msg 5176 Fri Nov  9 13:35:04 2018 
this is log msg 5177 Fri Nov  9 13:35:04 2018 
this is log msg 5178 Fri Nov  9 13:35:05 2018 
this is log msg 5179 Fri Nov  9 13:35:05 2018 
this is log msg 5180 Fri Nov  9 13:35:05 2018 
this is log msg 5181 Fri Nov  9 13:35:05 2018 
this is log msg 5182 Fri Nov  9 13:35:05 2018 
this is log msg 5183 Fri Nov  9 13:35:05 2018 
this is log msg 5184 Fri Nov  9 13:35:05 2018 
this is log msg 5185 Fri Nov  9 13:35:05 2018 
this is log msg 5186 Fri Nov  9 13:35:05 2018 
this is log msg 5187 Fri Nov  9 13:35:05 2018 
this is log msg 5188 Fri Nov  9 13:35:06 2018 
this is log msg 5189 Fri Nov  9 13:35:06 2018 
this is log msg 5190 Fri Nov  9 13:35:06 2018 
this is log msg 5191 Fri Nov  9 13:35:06 2018 
this is log msg 5192 Fri Nov  9 13:35:06 2018 
this is log msg 5193 Fri Nov  9 13:35:06 2018 
this is log msg 5194 Fri Nov  9 13:35:06 2018 
this is log msg 5195 Fri Nov  9 13:35:06 2018 
this is log msg 5196 Fri Nov  9 13:35:06 2018 
this is log msg 5197 Fri Nov  9 13:35:06 2018 
this is log msg 5198 Fri Nov  9 13:35:07 2018 
this is log msg 5199 Fri Nov  9 13:35:07 2018 
this is log msg 5200 Fri Nov  9 13:35:07 2018 
this is log msg 5201 Fri Nov  9 13:35:07 2018 
this is log msg 5202 Fri Nov  9 13:35:07 2018 
this is log msg 5203 Fri Nov  9 13:35:07 2018 
this is log msg 5204 Fri Nov  9 13:35:07 2018 
this is log msg 5205 Fri Nov  9 13:35:07 2018 
this is log msg 5206 Fri Nov  9 13:35:07 2018 
this is log msg 5207 Fri Nov  9 13:35:08 2018 
this is log msg 5208 Fri Nov  9 13:35:08 2018 
this is log msg 5209 Fri Nov  9 13:35:08 2018 
this is log msg 5210 Fri Nov  9 13:35:08 2018 
this is log msg 5211 Fri Nov  9 13:35:08 2018 
this is log msg 5212 Fri Nov  9 13:35:08 2018 
this is log msg 5213 Fri Nov  9 13:35:08 2018 
this is log msg 5214 Fri Nov  9 13:35:08 2018 
this is log msg 5215 Fri Nov  9 13:35:08 2018 
this is log msg 5216 Fri Nov  9 13:35:08 2018 
this is log msg 5217 Fri Nov  9 13:35:09 2018 
this is log msg 5218 Fri Nov  9 13:35:09 2018 
this is log msg 5219 Fri Nov  9 13:35:09 2018 
this is log msg 5220 Fri Nov  9 13:35:09 2018 
this is log msg 5221 Fri Nov  9 13:35:09 2018 
this is log msg 5222 Fri Nov  9 13:35:09 2018 
this is log msg 5223 Fri Nov  9 13:35:09 2018 
this is log msg 5224 Fri Nov  9 13:35:09 2018 
this is log msg 5225 Fri Nov  9 13:35:09 2018 
this is log msg 5226 Fri Nov  9 13:35:09 2018 
this is log msg 5227 Fri Nov  9 13:35:10 2018 
this is log msg 5228 Fri Nov  9 13:35:10 2018 
this is log msg 5229 Fri Nov  9 13:35:10 2018 
this is log msg 5230 Fri Nov  9 13:35:10 2018 
this is log msg 5231 Fri Nov  9 13:35:10 2018 
this is log msg 5232 Fri Nov  9 13:35:10 2018 
this is log msg 5233 Fri Nov  9 13:35:10 2018 
this is log msg 5234 Fri Nov  9 13:35:10 2018 
this is log msg 5235 Fri Nov  9 13:35:10 2018 
this is log msg 5236 Fri Nov  9 13:35:10 2018 
this is log msg 5237 Fri Nov  9 13:35:11 2018 
this is log msg 5238 Fri Nov  9 13:35:11 2018 
this is log msg 5239 Fri Nov  9 13:35:11 2018 
this is log msg 5240 Fri Nov  9 13:35:11 2018 
this is log msg 5241 Fri Nov  9 13:35:11 2018 
this is log msg 5242 Fri Nov  9 13:35:11 2018 
this is log msg 5243 Fri Nov  9 13:35:11 2018 
this is log msg 5244 Fri Nov  9 13:35:11 2018 
this is log msg 5245 Fri Nov  9 13:35:11 2018 
this is log msg 5246 Fri Nov  9 13:35:12 2018 
this is log msg 5247 Fri Nov  9 13:35:12 2018 
this is log msg 5248 Fri Nov  9 13:35:12 2018 
this is log msg 5249 Fri Nov  9 13:35:12 2018 
this is log msg 5250 Fri Nov  9 13:35:12 2018 
this is log msg 5251 Fri Nov  9 13:35:12 2018 
this is log msg 5252 Fri Nov  9 13:35:12 2018 
this is log msg 5253 Fri Nov  9 13:35:12 2018 
this is log msg 5254 Fri Nov  9 13:35:12 2018 
this is log msg 5255 Fri Nov  9 13:35:12 2018 
this is log msg 5256 Fri Nov  9 13:35:13 2018 
this is log msg 5257 Fri Nov  9 13:35:13 2018 
this is log msg 5258 Fri Nov  9 13:35:13 2018 
this is log msg 5259 Fri Nov  9 13:35:13 2018 
this is log msg 5260 Fri Nov  9 13:35:13 2018 
this is log msg 5261 Fri Nov  9 13:35:13 2018 
this is log msg 5262 Fri Nov  9 13:35:13 2018 
this is log msg 5263 Fri Nov  9 13:35:13 2018 
this is log msg 5264 Fri Nov  9 13:35:13 2018 
this is log msg 5265 Fri Nov  9 13:35:13 2018 
this is log msg 5266 Fri Nov  9 13:35:14 2018 
this is log msg 5267 Fri Nov  9 13:35:14 2018 
this is log msg 5268 Fri Nov  9 13:35:14 2018 
this is log msg 5269 Fri Nov  9 13:35:14 2018 
this is log msg 5270 Fri Nov  9 13:35:14 2018 
this is log msg 5271 Fri Nov  9 13:35:14 2018 
this is log msg 5272 Fri Nov  9 13:35:14 2018 
this is log msg 5273 Fri Nov  9 13:35:14 2018 
this is log msg 5274 Fri Nov  9 13:35:14 2018 
this is log msg 5275 Fri Nov  9 13:35:14 2018 
this is log msg 5276 Fri Nov  9 13:35:15 2018 
this is log msg 5277 Fri Nov  9 13:35:15 2018 
this is log msg 5278 Fri Nov  9 13:35:15 2018 
this is log msg 5279 Fri Nov  9 13:35:15 2018 
this is log msg 5280 Fri Nov  9 13:35:15 2018 
this is log msg 5281 Fri Nov  9 13:35:15 2018 
this is log msg 5282 Fri Nov  9 13:35:15 2018 
this is log msg 5283 Fri Nov  9 13:35:15 2018 
this is log msg 5284 Fri Nov  9 13:35:15 2018 
this is log msg 5285 Fri Nov  9 13:35:16 2018 
this is log msg 5286 Fri Nov  9 13:35:16 2018 
this is log msg 5287 Fri Nov  9 13:35:16 2018 
this is log msg 5288 Fri Nov  9 13:35:16 2018 
this is log msg 5289 Fri Nov  9 13:35:16 2018 
this is log msg 5290 Fri Nov  9 13:35:16 2018 
this is log msg 5291 Fri Nov  9 13:35:16 2018 
this is log msg 5292 Fri Nov  9 13:35:16 2018 
this is log msg 5293 Fri Nov  9 13:35:16 2018 
this is log msg 5294 Fri Nov  9 13:35:16 2018 
this is log msg 5295 Fri Nov  9 13:35:17 2018 
this is log msg 5296 Fri Nov  9 13:35:17 2018 
this is log msg 5297 Fri Nov  9 13:35:17 2018 
this is log msg 5298 Fri Nov  9 13:35:17 2018 
this is log msg 5299 Fri Nov  9 13:35:17 2018 
this is log msg 5300 Fri Nov  9 13:35:17 2018 
this is log msg 5301 Fri Nov  9 13:35:17 2018 
this is log msg 5302 Fri Nov  9 13:35:17 2018 
this is log msg 5303 Fri Nov  9 13:35:17 2018 
this is log msg 5304 Fri Nov  9 13:35:17 2018 
this is log msg 5305 Fri Nov  9 13:35:18 2018 
this is log msg 5306 Fri Nov  9 13:35:18 2018 
this is log msg 5307 Fri Nov  9 13:35:18 2018 
this is log msg 5308 Fri Nov  9 13:35:18 2018 
this is log msg 5309 Fri Nov  9 13:35:18 2018 
this is log msg 5310 Fri Nov  9 13:35:18 2018 
this is log msg 5311 Fri Nov  9 13:35:18 2018 
this is log msg 5312 Fri Nov  9 13:35:18 2018 
this is log msg 5313 Fri Nov  9 13:35:18 2018 
this is log msg 5314 Fri Nov  9 13:35:18 2018 
this is log msg 5315 Fri Nov  9 13:35:19 2018 
this is log msg 5316 Fri Nov  9 13:35:19 2018 
this is log msg 5317 Fri Nov  9 13:35:19 2018 
this is log msg 5318 Fri Nov  9 13:35:19 2018 
this is log msg 5319 Fri Nov  9 13:35:19 2018 
this is log msg 5320 Fri Nov  9 13:35:19 2018 
this is log msg 5321 Fri Nov  9 13:35:19 2018 
this is log msg 5322 Fri Nov  9 13:35:19 2018 
this is log msg 5323 Fri Nov  9 13:35:19 2018 
this is log msg 5324 Fri Nov  9 13:35:20 2018 
this is log msg 5325 Fri Nov  9 13:35:20 2018 
this is log msg 5326 Fri Nov  9 13:35:20 2018 
this is log msg 5327 Fri Nov  9 13:35:20 2018 
this is log msg 5328 Fri Nov  9 13:35:20 2018 
this is log msg 5329 Fri Nov  9 13:35:20 2018 
this is log msg 5330 Fri Nov  9 13:35:20 2018 
this is log msg 5331 Fri Nov  9 13:35:20 2018 
this is log msg 5332 Fri Nov  9 13:35:20 2018 
this is log msg 5333 Fri Nov  9 13:35:20 2018 
this is log msg 5334 Fri Nov  9 13:35:21 2018 
this is log msg 5335 Fri Nov  9 13:35:21 2018 
this is log msg 5336 Fri Nov  9 13:35:21 2018 
this is log msg 5337 Fri Nov  9 13:35:21 2018 
this is log msg 5338 Fri Nov  9 13:35:21 2018 
this is log msg 5339 Fri Nov  9 13:35:21 2018 
this is log msg 5340 Fri Nov  9 13:35:21 2018 
this is log msg 5341 Fri Nov  9 13:35:21 2018 
this is log msg 5342 Fri Nov  9 13:35:21 2018 
